SUBSCRIBER_ID#,ACCOUNT_ID#,CUSTOMER_ID#,GROUP_ID#,NAME,SUBSCRIBER_STATUS,STATUS_DATE,GENDER,BIRTHDATE,ID_TYPE,NATIONALITY,ACTIVATION_DATE,CUSTOMER_CLASS,SUBSCRIBER_TYPE,SUBSCRIPTION_PLAN_FAMILY_ID#,SUBSCRIPTION_PLAN_ID#,SERVICE_NUMBER#
60335152,1.158E+17,11015615031,,رنا المصري,Active,7/20/2020,female,9/1/2000,ID Card,Egyptian,15:34.0,B+,Resedential,709008,819049,242170065
2200749946,1.16062E+17,1100747387,,نورا الدوسري,Active,2/17/2010,female,2/7/1972,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,237689770
51667645,1.0192E+17,1.01791E+15,,سعيد الشامي,Active,6/28/2020,male,4/12/1986,ID Card,Egyptian,53:14.0,A,Resedential,709008,460465743,223489869
82666471,1.1795E+17,1.01101E+15,,جميلة الهلالي,Active,3/13/2023,female,12/10/2002,ID Card,Egyptian,52:43.0,B+,Resedential,709009,819053,33703418
80903363,1.1202E+17,1104760030,,سارة الكردي,Active,1/9/2023,female,8/24/1976,ID Card,Egyptian,16:52.0,B+,Resedential,709008,460465743,236023531
131442658,1.372E+17,11062529650,,سعيد الهاشمي,Active,1/15/2025,male,4/5/1989,ID Card,Egyptian,29:25.0,C+,Resedential,709009,819053,503667407
80795219,1.0465E+17,1.01101E+15,,ليلى الجبوري,Active,1/2/2023,female,1/13/1988,ID Card,Egyptian,03:13.0,B+,Resedential,709010,460465745,554361519
134767724,1.3624E+17,11064892469,,خالد المصري,Active,4/3/2025,male,1/20/1974,ID Card,Egyptian,38:23.0,C+,Resedential,709008,819049,643543337
2205835091,1.15772E+17,1105792748,,ليلى المصري,Suspended,5/19/2025,female,7/27/1991,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,482498220
2203386319,1.12932E+17,1103342369,,أحمد العتيبي,Active,10/24/2016,male,4/4/1905,Passport,Egyptian,00:00.0,B+,Resedential,709008,819049,237103547
70522129,1.2204E+17,1.01101E+15,,سارة الكردي,Active,8/29/2021,female,12/6/2000,ID Card,Egyptian,37:52.0,B,Resedential,709009,819053,226427873
54427315,1.0347E+17,1.01101E+15,,فاطمة الأنصاري,Active,7/17/2024,female,4/9/1985,ID Card,Egyptian,20:52.0,C+,Resedential,709009,819053,452437600
123147003,1.3508E+17,11055960002,3200694423,طارق العنزي,Active,8/6/2024,male,3/14/1981,Corporation,Egyptian,36:49.0,B+,Non-Resedential,709015,879026,35839978
2201314941,1.12322E+17,1101269968,,هند القحطاني,Active,10/27/2016,female,9/14/1952,ID Card,Egyptian,00:00.0,B+,Resedential,709008,460467828,881955262
123268333,1.1394E+17,1105576565,,سارة العنزي,Active,8/6/2024,female,12/20/1997,ID Card,Egyptian,09:12.0,B,Resedential,709008,819049,922851173
2204610075,1.13312E+17,1104567002,,ليلى الحسيني,Active,10/26/2016,female,6/16/1994,ID Card,Egyptian,00:00.0,A,Resedential,709008,819049,237164187
122374634,1.3762E+17,11055415258,,جميلة الجبوري,Active,7/20/2024,female,8/14/1994,ID Card,Egyptian,05:17.0,C+,Resedential,709008,819049,962403974
51962929,1.022E+17,11010558011,,ريم الهاشمي,Active,11/6/2024,female,1/1/1990,ID Card,Egyptian,29:17.0,B+,Resedential,709008,819049,133290095
80172067,1.1264E+17,1107567408,2.01991E+16,عبدالله الهاشمي,Active,12/1/2022,male,9/20/1968,ID Card,Egyptian,48:12.0,C+,Resedential,460473729,460473731,236425306
122825861,1.0775E+17,11014721650,,يوسف العراقي,Suspended,5/10/2025,male,7/31/2001,ID Card,Egyptian,20:52.0,B+,Resedential,709008,819049,683277258
2206006114,1.11152E+17,1105963783,,أحمد القحطاني,Suspended,1/4/2025,male,8/1/1997,ID Card,Egyptian,00:00.0,C,Resedential,709008,819049,822051203
79684449,1.1414E+17,1.01101E+15,2.01991E+16,سعيد الخطيب,Active,11/6/2022,male,11/12/1964,ID Card,Egyptian,37:52.0,A,Resedential,460473791,460473793,246138355
96569554,1.3475E+17,11050924344,2.01991E+16,شهد الدوسري,Suspended,2/11/2025,female,9/10/1998,ID Card,Egyptian,03:43.0,A,Resedential,460473791,460473793,233116649
60077408,1.0823E+17,1.01791E+15,,سعيد الهلالي,Active,10/6/2023,male,1/1/1994,ID Card,Egyptian,46:17.0,A,Resedential,709009,819055,504535734
66507894,1.0048E+17,1.01101E+15,,مها الحربي,Active,3/3/2021,female,1/14/1978,ID Card,Egyptian,23:27.0,C+,Resedential,709008,819049,862058293
83458236,1.1858E+17,11040887411,,يوسف القحطاني,Active,4/6/2023,male,10/26/1985,ID Card,Egyptian,12:51.0,C+,Resedential,709008,819049,483399562
61879503,1.0442E+17,1.01101E+15,,سعيد الجبوري,Active,9/19/2024,male,11/20/1980,ID Card,Egyptian,40:59.0,C+,Resedential,709008,819049,572130451
2202931128,1.12192E+17,1102887111,,نورا الكردي,Active,1/27/2015,female,3/27/1986,Commercial,Egyptian,00:00.0,B+,Resedential,709008,819051,223815275
2202473266,1.16472E+17,1102429108,,نورا العراقي,Active,6/23/2014,female,4/12/1972,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,33830559
120187946,1.3382E+17,11053901255,,فاطمة الدوسري,Active,6/1/2024,female,5/7/1993,ID Card,Egyptian,33:42.0,C+,Resedential,709008,819049,884642290
2205353672,1.12412E+17,1105311301,,فاطمة الشريف,Active,3/27/2017,female,6/29/1991,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,472455859
93810794,1.1207E+17,1106156385,,مها التميمي,Active,12/25/2023,female,7/14/1996,ID Card,Egyptian,00:12.0,C,Resedential,709010,819057,683246167
77068679,1.0533E+17,11010067253,,سعيد العابد,Active,6/25/2022,male,1/2/1983,ID Card,Egyptian,52:53.0,A,Resedential,709009,460470373,220196875
80101237,1.0302E+17,1.01101E+15,,محمد الأنصاري,Active,11/28/2022,male,3/7/1994,ID Card,Egyptian,26:43.0,B,Resedential,709008,460465743,453020736
81710580,1.0198E+17,1.01791E+15,,خالد السبيعي,Active,2/12/2023,male,11/26/2000,ID Card,Egyptian,00:42.0,A+,Resedential,709008,460477653,952215237
69578327,1.2171E+17,11022836179,,مها الأنصاري,Active,7/15/2021,female,5/7/1995,ID Card,Egyptian,42:53.0,C+,Resedential,709008,819049,552471251
64005839,1.1627E+17,11017138346,,محمود القحطاني,Active,12/2/2020,male,8/2/1971,ID Card,Egyptian,33:00.0,B+,Resedential,709008,819049,842047271
2206269992,1.15002E+17,1106227671,,طارق التميمي,Active,12/21/2017,male,4/3/1972,Commercial,Egyptian,00:00.0,A,Resedential,709008,460465743,503675449
98821684,1.1455E+17,1.01101E+15,,أحمد العنزي,Active,4/30/2024,male,11/21/1975,ID Card,Egyptian,50:33.0,B,Resedential,709008,819049,553020326
82089638,1.0188E+17,1.01791E+15,,أحمد الكردي,Active,9/24/2024,male,3/4/1997,ID Card,Egyptian,39:42.0,C+,Resedential,709008,819049,952364672
82055131,1.2286E+17,11039563228,,ريم الحسيني,Active,2/22/2023,female,9/10/1980,ID Card,Egyptian,41:33.0,B+,Resedential,709008,819049,402325656
2205182115,1.14452E+17,1105139116,,نورا السبيعي,Active,12/3/2024,female,1/14/1980,ID Card,Egyptian,00:00.0,C+,Resedential,709008,819049,237256662
2206399075,1.13042E+17,1106356756,,سعيد الهاشمي,Active,2/28/2018,male,11/14/1961,ID Card,Egyptian,00:00.0,B+,Resedential,709009,819055,863840162
125241209,1.3434E+17,11057461537,,شهد الشريف,Active,9/17/2024,female,7/1/2000,ID Card,Egyptian,26:12.0,C,Resedential,709009,460465744,33127824
91176335,1.2538E+17,11046219966,,سعيد الشريف,Active,9/29/2024,male,3/11/2004,ID Card,Egyptian,58:53.0,B+,Resedential,709009,460465744,821984555
123649572,1.3612E+17,11056226589,,جميلة الشامي,Active,8/15/2024,female,11/14/1989,ID Card,Egyptian,14:05.0,C+,Resedential,709008,819049,233725816
55053481,1.0902E+17,11012538099,,ليلى السبيعي,Active,1/22/2020,female,5/27/1981,ID Card,Egyptian,47:58.0,B,Resedential,709008,819049,504551766
96861935,1.3474E+17,11051235820,,ريم القحطاني,Active,3/6/2024,female,12/17/2007,ID Card,Egyptian,23:02.0,C+,Resedential,709008,819049,482541794
93499485,1.306E+17,11047821513,,عبدالله الهاشمي,Active,2/11/2025,male,9/15/1982,ID Card,Egyptian,09:16.0,C+,Resedential,709008,819049,503841369
98817680,1.3581E+17,11053006740,,ليلى الحسيني,Active,4/13/2025,female,4/8/1977,ID Card,Egyptian,30:43.0,C+,Resedential,709009,819053,225937511
2203599976,1.11682E+17,1103556438,,محمد الشريف,Active,9/1/2015,male,11/10/1959,ID Card,Egyptian,00:00.0,A,Resedential,709008,819049,963127933
90576565,1.263E+17,11045836414,,ريم الجبوري,Active,10/10/2023,female,10/30/1990,ID Card,Egyptian,19:03.0,B+,Resedential,709008,819049,842600459
2206920800,1.02132E+17,1.01101E+15,,إبراهيم العراقي,Active,6/18/2018,male,11/14/1976,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,553871697
2207852922,1.12272E+17,1107812363,,مها المصري,Active,1/30/2019,female,1/27/1986,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,502286751
2203740752,1.13922E+17,1103697313,,أحمد العابد,Active,10/26/2015,male,6/18/1989,Passport,Egyptian,00:00.0,B+,Resedential,709008,460465743,33088838
2207691310,1.12592E+17,1107650575,,نورا العراقي,Active,12/17/2018,female,8/6/1977,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,472653038
99889063,1.3587E+17,11053835581,,طارق الجبوري,Active,5/25/2024,male,7/22/1985,ID Card,Egyptian,12:43.0,B+,Resedential,709010,460465745,404556073
2207584899,1.11382E+17,1107544146,,جميلة الهاشمي,Active,12/14/2018,female,7/15/1985,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,552493451
75548008,1.2117E+17,11030007505,,ريم الدوسري,Active,3/27/2022,female,1/1/1989,ID Card,Egyptian,56:33.0,C+,Resedential,709008,819049,452300072
2201780508,1.16082E+17,1101735949,,ليلى العتيبي,Active,10/6/2016,female,2/12/1974,Commercial,Egyptian,00:00.0,B+,Resedential,709008,819049,573374320
59974683,1.1217E+17,11015450722,,نورا الخطيب,Active,7/8/2020,female,8/1/1986,ID Card,Egyptian,01:21.0,B+,Resedential,709010,460465745,244779522
124102727,1.1266E+17,1107163730,,يوسف العراقي,Active,8/26/2024,male,10/12/1990,ID Card,Egyptian,55:49.0,B+,Resedential,709008,460465743,552192940
58726572,1.1086E+17,11014912829,,محمود الكردي,Active,5/21/2020,male,9/16/1970,ID Card,Egyptian,31:57.0,B+,Resedential,709008,460467828,226674623
2203389471,1.13142E+17,1103345522,,أحمد المصري,Active,5/25/2023,male,6/10/1990,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,862359429
54425152,1.0744E+17,1.01101E+15,,طارق العنزي,Active,12/27/2019,male,8/14/1993,ID Card,Egyptian,02:01.0,B+,Resedential,709009,819053,225822279
57273416,1.0039E+17,1.01101E+15,,نورا المصري,Active,9/27/2023,female,4/12/1975,ID Card,Egyptian,01:09.0,B+,Resedential,709008,819049,573505723
99805007,1.3391E+17,1.01101E+15,,يوسف الكردي,Active,5/22/2024,male,10/9/2007,ID Card,Egyptian,11:49.0,C+,Resedential,709008,819049,452099876
73963826,1.0874E+17,1.01101E+15,,محمد الهلالي,Active,1/23/2022,male,4/17/1973,ID Card,Egyptian,13:14.0,B+,Resedential,709008,819049,934607734
58954713,1.0234E+17,11015023319,,يوسف الغامدي,Active,6/4/2020,male,1/17/1974,ID Card,Egyptian,01:37.0,B+,Resedential,709008,819051,33324256
2207728467,1.13412E+17,1107687762,,سارة القحطاني,Active,12/23/2024,female,11/2/1971,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,401931958
2206234771,1.10572E+17,11009735684,,محمد العنزي,Active,12/17/2017,male,11/8/1980,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,225911185
2202103872,1.01242E+17,1.01791E+15,,عبدالله الشامي,Active,11/3/2013,male,9/26/1961,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819051,453043507
87939113,1.2477E+17,11044080012,,يوسف العتيبي,Active,8/8/2023,male,11/10/1956,ID Card,Egyptian,18:33.0,B,Resedential,709009,819053,238236681
70574404,1.0428E+17,11010951150,,جميلة الشريف,Active,3/1/2023,female,10/20/1973,ID Card,Egyptian,34:12.0,B+,Resedential,709008,819049,683228846
73661434,1.0736E+17,11027647442,,ليلى الشريف,Active,1/9/2022,female,3/1/2002,ID Card,Egyptian,23:04.0,B,Resedential,709008,819049,683274495
2203092621,1.16342E+17,1103048615,,محمد الشامي,Active,11/4/2016,male,7/9/1946,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,401917452
127531124,1.1895E+17,11059058980,,محمد القحطاني,Active,10/30/2024,male,11/17/1987,ID Card,Egyptian,37:12.0,B+,Resedential,709008,460465743,503977109
91795375,1.2568E+17,11046647568,,رنا القحطاني,Active,8/21/2024,female,1/1/1966,ID Card,Egyptian,04:35.0,C+,Resedential,709009,819053,237929974
66290685,1.0156E+17,1.01101E+15,,ليلى العراقي,Active,11/13/2024,female,11/26/2001,ID Card,Egyptian,12:58.0,B,Resedential,709008,819049,403370666
2203778317,1.04202E+17,1.01101E+15,,ليلى الدوسري,Active,11/5/2015,female,7/26/1985,ID Card,Egyptian,00:00.0,B+,Resedential,709008,460465743,227113561
73100626,1.1755E+17,1.01101E+15,,رنا الحربي,Active,7/27/2022,female,2/16/2005,ID Card,Egyptian,57:24.0,C+,Resedential,709008,819049,472488755
122220842,1.1522E+17,1102250943,,رنا القحطاني,Suspended,3/3/2025,female,8/11/1988,ID Card,Egyptian,34:36.0,B+,Resedential,709008,819049,220351810
67500036,1.1648E+17,1.01101E+15,,محمد الحربي,Active,11/4/2024,male,2/7/1982,ID Card,Egyptian,02:51.0,B,Resedential,709008,819049,553855914
73484609,1.1549E+17,11027467755,,شهد الجبوري,Active,1/2/2022,female,,Commercial,Egyptian,37:55.0,A+,Resedential,709009,819067,225532791
70197440,1.1637E+17,11022264532,,سعيد السبيعي,Active,2/9/2023,male,4/15/1961,ID Card,Egyptian,18:23.0,A,Resedential,709008,819049,572321671
2202578378,1.07312E+17,1.01791E+15,,سارة الهاشمي,Active,10/20/2016,female,6/6/1981,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819051,33712246
53621366,1.0019E+17,1.01101E+15,,إبراهيم الجبوري,Active,11/20/2019,male,8/9/1935,ID Card,Egyptian,00:00.0,B+,Resedential,709008,460465743,643138108
85056927,1.0293E+17,11042038767,,طارق العراقي,Active,8/12/2024,male,8/21/1983,ID Card,Egyptian,58:23.0,B+,Resedential,709008,460465743,233488033
86392069,1.0665E+17,1.01101E+15,,سارة العنزي,Active,3/23/2025,female,12/3/1990,ID Card,Egyptian,34:01.0,C+,Resedential,709008,819049,404323169
65777499,1.0163E+17,11009912557,,محمود الأنصاري,Active,3/25/2025,male,4/10/1948,ID Card,Egyptian,33:53.0,A,Resedential,709008,819049,32991011
64769032,1.0424E+17,11017963977,,يوسف السبيعي,Active,7/29/2022,male,6/29/1977,ID Card,Egyptian,31:00.0,B+,Resedential,709008,819049,235089131
2205119155,1.14792E+17,1105076150,,طارق الغامدي,Active,7/25/2020,male,10/26/1951,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,402456227
127632488,1.0573E+17,1.01101E+15,,نورا الجبوري,Active,11/2/2024,female,9/1/1979,ID Card,Egyptian,15:18.0,C,Resedential,709010,460465745,224981010
73031826,1.1556E+17,1104098477,,سعيد الأنصاري,Active,12/9/2021,male,3/10/1997,ID Card,Egyptian,59:54.0,B+,Resedential,709010,819057,220102804
87302270,1.0782E+17,1.01101E+15,,ريم العابد,Active,7/24/2023,female,10/17/1992,ID Card,Egyptian,46:41.0,B+,Resedential,709009,819055,823614715
78611308,1.1992E+17,1.01101E+15,,سلمان الأنصاري,Active,9/13/2022,male,9/1/1999,ID Card,Egyptian,22:32.0,C+,Resedential,709008,819049,482712808
80112855,1.1477E+17,1.01101E+15,,أحمد العتيبي,Active,11/29/2022,male,1/29/1979,ID Card,Egyptian,12:03.0,B+,Resedential,709008,819049,224570661
2203448061,1.12682E+17,1103404114,,جميلة الغامدي,Active,9/10/2024,female,10/16/1957,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,472866231
1206254915,1.03552E+17,1.01821E+15,,خالد الكردي,Active,1/5/2024,male,1/23/1963,ID Card,Egyptian,00:00.0,B+,Resedential,709011,819004,33462120
132972745,1.3785E+17,11063555452,,أحمد الهلالي,Active,4/28/2025,male,1/24/1977,ID Card,Egyptian,36:58.0,C+,Resedential,709008,819049,502716867
99049355,1.3509E+17,1.01101E+15,,طارق السبيعي,Active,4/14/2025,male,6/1/1997,ID Card,Egyptian,10:33.0,C,Resedential,709008,460465743,972105368
2205104567,1.11142E+17,1105061562,,شهد المصري,Active,2/8/2017,female,8/25/1966,ID Card,Egyptian,00:00.0,B+,Resedential,709008,460465743,934838079
95879724,1.003E+17,1.01101E+15,,ريم الأنصاري,Suspended,5/4/2025,female,9/5/1994,ID Card,Egyptian,18:12.0,B,Resedential,709010,819057,220108075
70126763,1.0828E+17,1.01101E+15,,خالد الخطيب,Active,4/23/2023,male,1/24/1972,ID Card,Egyptian,37:12.0,A,Resedential,709009,819053,653306974
133821440,1.0257E+17,1.01101E+15,,هند الغامدي,Active,3/4/2025,female,6/1/1997,ID Card,Egyptian,04:54.0,C,Resedential,709010,460465745,554551973
133538459,1.1759E+17,1.01101E+15,,شهد التميمي,Active,2/26/2025,female,11/2/1996,ID Card,Egyptian,20:42.0,C,Resedential,709008,460465743,35251923
65417669,1.1218E+17,1.01101E+15,,نورا العنزي,Active,1/24/2021,female,3/23/1994,ID Card,Egyptian,33:00.0,C+,Resedential,709008,819049,225409049
58116215,1.0586E+17,11014696211,,خالد العراقي,Active,9/30/2020,male,5/22/1999,ID Card,Egyptian,18:12.0,B,Resedential,709008,819049,33158995
2203863430,1.13832E+17,1103820054,,ليلى الهاشمي,Suspended,2/11/2025,female,1/12/1983,Passport,Egyptian,00:00.0,B,Resedential,709008,819049,932139537
2203550277,1.16492E+17,1103506710,,ليلى الجبوري,Active,10/7/2016,female,6/24/1957,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,482262076
78403251,1.1421E+17,1.01101E+15,,إبراهيم الحسيني,Active,9/3/2022,male,9/20/1994,ID Card,Egyptian,30:11.0,B+,Resedential,709009,819053,228360170
134121452,1.3326E+17,11064451032,,عبدالله الشامي,Active,3/11/2025,male,,Commercial,Egyptian,20:32.0,C,Resedential,709008,460465743,33855549
57957636,1.0028E+17,11014626594,,فاطمة التميمي,Active,4/26/2020,female,11/15/1989,ID Card,Egyptian,18:03.0,B+,Resedential,709008,460465743,224722391
134707401,1.2525E+17,11043590333,,سلمان الحسيني,Active,3/27/2025,male,7/28/1992,ID Card,Egyptian,49:42.0,C,Resedential,709009,819055,227273414
2202509810,1.14872E+17,1102465658,,شهد الهلالي,Active,8/4/2014,female,12/17/1980,ID Card,Egyptian,00:00.0,A,Resedential,709009,819056,226674827
126875382,1.361E+17,11058641342,,يوسف الهاشمي,Active,10/19/2024,male,10/25/2007,ID Card,Egyptian,07:36.0,B+,Resedential,709008,460465743,932458144
2202824624,1.11812E+17,1102780585,,رنا الجبوري,Active,12/22/2014,female,2/24/1982,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,226903894
76242304,1.2146E+17,1.01101E+15,,ريم الشريف,Active,5/12/2022,female,1/1/1983,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819051,238782697
136045399,1.0586E+17,1.01101E+15,,سعيد العنزي,Active,5/3/2025,male,10/22/1953,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,224079013
76158225,1.1027E+17,11030541505,,نورا الكردي,Active,5/8/2022,female,1/11/1997,ID Card,Egyptian,12:32.0,B+,Resedential,709008,819049,502155622
65353869,1.1249E+17,1107954891,,ليلى الدوسري,Active,1/21/2021,female,4/5/1982,ID Card,Egyptian,34:29.0,A,Resedential,709010,460465745,220905936
2204335399,1.13372E+17,1104292258,,شهد الهاشمي,Active,6/3/2016,female,12/15/1979,ID Card,Egyptian,00:00.0,B+,Resedential,709008,460465743,237751124
125224461,1.3644E+17,11057465730,,سعيد الدوسري,Active,9/18/2024,male,4/16/1997,ID Card,Egyptian,23:53.0,C,Resedential,709010,819057,246068644
2201236344,1.15972E+17,1101191218,3199903491,أحمد العابد,Active,7/17/2011,male,8/4/1979,ID Card,Egyptian,00:00.0,A,Non-Resedential,709016,879008,35801819
79298993,1.0373E+17,11012395804,,محمود الحربي,Active,10/18/2022,male,12/20/1985,ID Card,Egyptian,37:31.0,B,Resedential,709009,819053,663639758
98511635,1.3626E+17,11052782158,,مها المصري,Active,7/21/2024,female,7/5/1967,ID Card,Egyptian,20:48.0,B+,Resedential,709008,460465743,552144657
60863346,1.0892E+17,11015801400,2.01991E+16,سعيد التميمي,Active,11/29/2023,male,1/4/1956,ID Card,Egyptian,00:00.0,A,Resedential,460473729,460473731,552288881
65019502,1.0552E+17,1.01791E+15,,سلمان الأنصاري,Active,4/4/2024,male,5/1/1993,ID Card,Egyptian,33:16.0,B+,Resedential,709008,819049,243977643
95588029,1.2943E+17,1.01791E+15,,فاطمة السبيعي,Active,2/1/2024,female,3/1/2000,ID Card,Egyptian,10:02.0,B,Resedential,709008,819049,643117213
50381404,1.0335E+17,11009164986,,محمود الشريف,Active,5/26/2024,male,7/5/1998,ID Card,Egyptian,20:40.0,C+,Resedential,709008,819049,863793261
2204662272,1.15202E+17,1104619191,,أحمد الشريف,Active,9/14/2016,male,1/1/1900,Passport,Egyptian,00:00.0,B+,Resedential,709008,460465743,643005668
122940063,1.1881E+17,1.01101E+15,,سلمان العنزي,Active,2/1/2025,male,9/30/1976,ID Card,Egyptian,43:33.0,C+,Resedential,709008,819049,35047174
51525331,1.0939E+17,11010205667,,رنا العراقي,Active,7/29/2019,female,3/15/1963,ID Card,Egyptian,13:58.0,C+,Resedential,709008,819049,482436921
54027707,1.0215E+17,1.01101E+15,,محمود المصري,Active,6/17/2022,male,7/17/1975,ID Card,Egyptian,44:41.0,B+,Resedential,709010,819057,33476099
50414459,1.0514E+17,1.01101E+15,,مها العنزي,Active,12/3/2021,female,3/12/1998,ID Card,Egyptian,30:14.0,B+,Resedential,709008,819049,932381104
2205082678,1.12292E+17,1105039675,,شهد الهلالي,Active,1/17/2017,female,3/28/1944,ID Card,Egyptian,00:00.0,C+,Resedential,709008,819049,233269698
99797780,1.3396E+17,11053793450,,خالد الخطيب,Active,5/23/2024,male,10/3/1982,ID Card,Egyptian,53:05.0,B+,Resedential,709008,460465743,34227215
93678003,1.3067E+17,11047962021,,خالد الحسيني,Active,12/20/2023,male,11/28/2004,ID Card,Egyptian,04:14.0,B+,Resedential,709008,460465743,236660196
2207989652,1.11872E+17,1107949783,,شهد التميمي,Active,10/31/2021,female,6/6/1981,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,504650264
63890168,1.026E+17,11017069654,,خالد الكردي,Active,11/29/2020,male,6/5/1961,ID Card,Egyptian,16:25.0,B+,Resedential,709009,819053,228648581
66050649,1.1474E+17,11019213429,,محمد الأنصاري,Active,2/13/2021,male,2/22/1994,ID Card,Egyptian,10:48.0,B,Resedential,709008,819049,224144754
135039047,1.3157E+17,11064965911,,إبراهيم الحسيني,Active,4/8/2025,male,11/1/2006,ID Card,Egyptian,08:33.0,C+,Resedential,709008,819049,35206629
75287030,1.1335E+17,1.01791E+15,,مها السبيعي,Active,1/1/2024,female,4/9/1990,Passport,Sudanees,25:31.0,B,Resedential,709008,819049,220362994
2202202969,1.10922E+17,1102158634,,خالد الشريف,Active,10/27/2016,male,6/19/1953,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,236603397
79790055,1.2056E+17,11016424283,,سارة المصري,Active,11/11/2022,female,6/23/2000,ID Card,Egyptian,17:31.0,A,Resedential,709008,819051,402262956
80084129,1.2033E+17,11037540527,,نورا الشامي,Active,11/27/2022,female,2/4/1986,ID Card,Egyptian,02:31.0,B+,Resedential,709008,819051,822046818
74402490,1.1749E+17,11028448699,,إبراهيم الحربي,Active,2/9/2022,male,12/20/1976,ID Card,Egyptian,17:06.0,B,Resedential,709008,819049,237889491
69804544,1.117E+17,1104340658,3199903487,أحمد الهلالي,Active,7/29/2021,male,3/25/1976,ID Card,Egyptian,01:43.0,A,Non-Resedential,709015,879004,571940501
64377858,1.0274E+17,1.01101E+15,2.01991E+16,هند العابد,Active,3/28/2024,female,1/15/1987,ID Card,Egyptian,17:01.0,A,Resedential,460473729,460473731,220375858
60755122,1.1393E+17,1106082064,,فاطمة القحطاني,Active,5/2/2023,female,1/1/1994,ID Card,Egyptian,15:36.0,B,Resedential,709008,819049,502545330
70872919,1.2072E+17,11023586662,,فاطمة السبيعي,Active,10/14/2022,female,7/5/1994,Passport,Kazakhstani,07:53.0,B+,Resedential,709009,819055,223475970
77405852,1.2342E+17,11034530876,,سلمان العابد,Active,7/17/2022,male,1/1/1982,ID Card,Egyptian,54:31.0,B+,Resedential,709008,819051,237029433
124824099,1.3528E+17,11057137918,,شهد الشريف,Active,12/1/2024,female,12/5/2000,ID Card,Egyptian,23:10.0,B+,Resedential,709008,460465743,952362483
130089939,1.0695E+17,11061233536,,إبراهيم السبيعي,Active,12/17/2024,male,8/31/1970,ID Card,Egyptian,15:32.0,C+,Resedential,709008,819049,473529934
60428682,1.0494E+17,1.01101E+15,,شهد العراقي,Suspended,5/15/2025,female,1/30/1975,ID Card,Egyptian,00:44.0,C+,Resedential,709009,819053,502890039
2206305159,1.14172E+17,1106262838,,يوسف التميمي,Active,12/28/2017,male,10/16/1982,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,934492164
58137579,1.0223E+17,1.01101E+15,,هند الأنصاري,Active,2/6/2024,female,9/9/1990,ID Card,Egyptian,02:47.0,B+,Resedential,709010,819057,823774696
61251451,1.1151E+17,11015967352,,رنا القحطاني,Active,8/30/2020,female,3/2/1981,ID Card,Egyptian,48:11.0,B,Resedential,709008,819049,452060085
127717418,1.3446E+17,11058709202,,أحمد الكردي,Active,11/3/2024,male,7/27/1984,ID Card,Egyptian,03:34.0,D,Resedential,709008,460477653,237083714
2205444776,1.11702E+17,1105402406,,جميلة التميمي,Active,5/6/2017,female,1/20/1976,ID Card,Egyptian,00:00.0,A,Resedential,709008,819049,133088940
74448368,1.0801E+17,1.01101E+15,,إبراهيم العراقي,Active,2/10/2022,male,1/25/1969,ID Card,Egyptian,42:44.0,B,Resedential,709008,819049,225583906
2202424351,1.14662E+17,1102380137,,نورا الحربي,Active,9/28/2024,female,3/24/1952,ID Card,Egyptian,00:00.0,C,Resedential,709008,819049,973352269
51517132,1.0557E+17,1.01101E+15,,مها الشامي,Active,1/3/2020,female,4/5/2000,ID Card,Egyptian,25:52.0,B+,Resedential,709010,819059,482653902
71692604,1.178E+17,11024082387,,رنا الحربي,Active,10/13/2021,female,10/1/1982,ID Card,Egyptian,38:44.0,B+,Resedential,709008,819051,35743778
2207037261,1.11282E+17,1106995376,,شهد الهلالي,Active,7/15/2018,female,1/1/1983,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,34398181
2206206954,1.14562E+17,1106164627,,شهد الشريف,Active,12/1/2017,female,7/9/1992,ID Card,Egyptian,00:00.0,B+,Resedential,709008,460465743,572585093
2205164377,1.15972E+17,1105121378,,يوسف الشريف,Active,2/9/2017,male,6/10/1986,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,553393146
